n,m,parseTime,SATime,SearchTime,Description
76,9,131,83,2,sameChar
76,10,141,77,49,sameChar
76,11,105,79,2,sameChar
76,12,104,80,2,sameChar
76,13,104,79,3,sameChar
76,14,100,81,2,sameChar
76,15,103,80,2,sameChar
76,16,106,79,3,sameChar
76,17,110,80,4,sameChar
76,18,106,78,3,sameChar
76,19,115,79,3,sameChar
76,20,107,79,3,sameChar
76,21,107,79,3,sameChar
76,22,104,79,3,sameChar
76,23,105,79,3,sameChar
76,24,103,78,4,sameChar
76,25,105,83,4,sameChar
76,26,118,79,4,sameChar
76,27,108,79,4,sameChar
76,28,116,78,4,sameChar
76,29,109,78,4,sameChar
76,30,110,78,4,sameChar
76,31,120,82,4,sameChar
76,32,104,79,5,sameChar
76,33,118,79,4,sameChar
76,34,119,78,4,sameChar
76,35,116,87,4,sameChar
76,36,125,79,4,sameChar
76,37,111,80,4,sameChar
76,38,122,80,5,sameChar
76,39,127,80,4,sameChar
76,40,114,79,5,sameChar
76,41,138,78,4,sameChar
76,42,109,79,4,sameChar
76,43,130,77,4,sameChar
76,44,122,78,5,sameChar
76,45,115,79,5,sameChar
76,46,127,85,5,sameChar
76,47,106,79,7,sameChar
76,48,124,79,5,sameChar
76,49,154,80,5,sameChar
76,50,102,79,5,sameChar
76,51,100,79,7,sameChar
76,52,108,78,5,sameChar
76,53,100,79,5,sameChar
76,54,103,79,5,sameChar
76,55,104,78,6,sameChar
76,56,114,84,6,sameChar
76,57,107,79,6,sameChar
76,58,108,80,6,sameChar
76,59,114,79,5,sameChar
76,60,105,79,6,sameChar
76,61,108,78,5,sameChar
76,62,106,79,6,sameChar
76,63,105,79,6,sameChar
76,64,105,79,6,sameChar
76,65,114,79,6,sameChar
76,66,113,79,8,sameChar
76,67,111,85,6,sameChar
76,68,115,79,6,sameChar
76,69,109,79,7,sameChar
76,70,114,78,7,sameChar
76,71,113,79,7,sameChar
76,72,114,79,7,sameChar
76,73,119,79,7,sameChar
76,74,115,79,7,sameChar
76,75,128,80,8,sameChar
77,1,116,81,1,sameChar
77,2,117,93,6,sameChar
77,3,179,81,1,sameChar
77,4,131,81,1,sameChar
77,5,150,81,2,sameChar
77,6,143,82,5,sameChar
77,7,114,82,2,sameChar
77,8,137,79,2,sameChar
77,9,113,80,2,sameChar
77,10,120,81,2,sameChar
77,11,114,81,2,sameChar
77,12,111,81,2,sameChar
77,13,157,87,3,sameChar
77,14,116,84,3,sameChar
77,15,104,81,2,sameChar
77,16,104,80,2,sameChar
77,17,103,81,3,sameChar
77,18,101,81,3,sameChar
77,19,104,81,2,sameChar
77,20,101,82,3,sameChar
77,21,109,80,4,sameChar
77,22,104,81,3,sameChar
77,23,117,88,3,sameChar
77,24,106,80,3,sameChar
77,25,104,78,3,sameChar
77,26,105,78,3,sameChar
77,27,103,78,3,sameChar
77,28,111,78,4,sameChar
77,29,104,81,4,sameChar
77,30,117,81,4,sameChar
77,31,106,81,4,sameChar
77,32,118,81,4,sameChar
77,33,109,82,4,sameChar
77,34,106,81,4,sameChar
77,35,118,80,4,sameChar
77,36,107,81,6,sameChar
77,37,118,82,4,sameChar
77,38,118,81,4,sameChar
77,39,113,81,5,sameChar
77,40,129,81,6,sameChar
77,41,115,81,5,sameChar
77,42,120,88,5,sameChar
77,43,129,80,4,sameChar
77,44,113,90,4,sameChar
77,45,131,82,4,sameChar
77,46,120,81,5,sameChar
77,47,127,82,5,sameChar
77,48,123,81,5,sameChar
77,49,115,80,5,sameChar
77,50,122,81,6,sameChar
77,51,109,82,5,sameChar
77,52,120,82,5,sameChar
77,53,153,82,5,sameChar
77,54,108,81,6,sameChar
77,55,102,81,6,sameChar
77,56,107,80,5,sameChar
77,57,103,81,6,sameChar
77,58,102,81,6,sameChar
77,59,106,81,6,sameChar
77,60,112,81,6,sameChar
77,61,105,81,6,sameChar
77,62,109,81,6,sameChar
77,63,116,81,6,sameChar
77,64,114,81,6,sameChar
77,65,103,90,6,sameChar
77,66,104,81,7,sameChar
77,67,103,81,6,sameChar
77,68,104,81,6,sameChar
77,69,118,82,7,sameChar
77,70,109,81,8,sameChar
77,71,106,81,7,sameChar
77,72,117,82,7,sameChar
77,73,110,82,8,sameChar
77,74,113,82,7,sameChar
77,75,110,82,7,sameChar
77,76,113,81,7,sameChar
78,1,121,82,2,sameChar
78,2,115,83,1,sameChar
78,3,126,84,1,sameChar
78,4,114,93,2,sameChar
78,5,167,84,3,sameChar
78,6,139,80,2,sameChar
78,7,125,83,2,sameChar
78,8,124,83,2,sameChar
78,9,133,83,6,sameChar
78,10,123,90,2,sameChar
78,11,138,84,2,sameChar
78,12,111,81,2,sameChar
78,13,123,83,3,sameChar
78,14,116,83,2,sameChar
78,15,112,82,3,sameChar
78,16,158,83,3,sameChar
78,17,115,83,2,sameChar
78,18,104,83,3,sameChar
78,19,104,83,3,sameChar
78,20,106,83,3,sameChar
78,21,104,83,3,sameChar
78,22,106,82,3,sameChar
78,23,104,80,3,sameChar
78,24,120,80,5,sameChar
78,25,106,80,3,sameChar
78,26,152,82,4,sameChar
78,27,110,82,4,sameChar
78,28,106,82,4,sameChar
78,29,116,84,3,sameChar
78,30,109,83,4,sameChar
78,31,104,93,3,sameChar
78,32,108,83,4,sameChar
78,33,124,83,4,sameChar
78,34,132,82,4,sameChar
78,35,119,83,4,sameChar
78,36,122,86,4,sameChar
78,37,117,84,5,sameChar
78,38,135,83,5,sameChar
78,39,117,86,5,sameChar
78,40,124,82,4,sameChar
78,41,121,82,5,sameChar
78,42,117,83,4,sameChar
78,43,127,82,7,sameChar
78,44,114,83,5,sameChar
78,45,123,83,5,sameChar
78,46,136,83,5,sameChar
78,47,125,83,5,sameChar
78,48,158,83,5,sameChar
78,49,125,82,5,sameChar
78,50,138,83,5,sameChar
78,51,131,82,6,sameChar
78,52,117,83,5,sameChar
78,53,126,82,5,sameChar
78,54,107,83,5,sameChar
78,55,125,83,6,sameChar
78,56,166,83,5,sameChar
78,57,113,83,6,sameChar
78,58,103,83,8,sameChar
78,59,107,82,5,sameChar
78,60,114,83,6,sameChar
78,61,169,83,6,sameChar
78,62,104,82,6,sameChar
78,63,111,82,6,sameChar
78,64,104,83,6,sameChar
78,65,119,82,7,sameChar
78,66,116,83,6,sameChar
78,67,103,84,7,sameChar
78,68,104,82,7,sameChar
78,69,103,82,7,sameChar
78,70,104,81,7,sameChar
78,71,104,82,7,sameChar
78,72,117,83,7,sameChar
78,73,106,82,8,sameChar
78,74,115,93,7,sameChar
78,75,109,82,7,sameChar
78,76,106,83,7,sameChar
78,77,113,88,7,sameChar
79,1,105,84,1,sameChar
79,2,124,84,2,sameChar
79,3,115,84,2,sameChar
79,4,118,84,2,sameChar
79,5,122,84,2,sameChar
79,6,111,84,2,sameChar
79,7,124,84,2,sameChar
79,8,128,77,2,sameChar
79,9,114,84,2,sameChar
79,10,138,84,2,sameChar
79,11,111,82,4,sameChar
79,12,128,83,2,sameChar
79,13,118,85,3,sameChar
79,14,117,84,3,sameChar
79,15,122,84,4,sameChar
79,16,106,85,2,sameChar
79,17,121,84,3,sameChar
79,18,154,84,3,sameChar
79,19,110,83,3,sameChar
79,20,104,84,3,sameChar
79,21,106,86,3,sameChar
79,22,100,83,3,sameChar
79,23,103,84,4,sameChar
79,24,105,84,3,sameChar
79,25,111,84,4,sameChar
79,26,105,84,4,sameChar
79,27,111,84,4,sameChar
79,28,112,83,4,sameChar
79,29,106,84,3,sameChar
79,30,102,84,5,sameChar
79,31,104,83,3,sameChar
79,32,102,84,4,sameChar
79,33,103,83,4,sameChar
79,34,115,84,4,sameChar
79,35,112,84,4,sameChar
79,36,111,89,8,sameChar
79,37,131,85,4,sameChar
79,38,115,84,5,sameChar
79,39,118,103,5,sameChar
79,40,111,84,4,sameChar
79,41,113,83,4,sameChar
79,42,121,83,5,sameChar
79,43,117,84,4,sameChar
79,44,125,89,4,sameChar
79,45,111,85,6,sameChar
79,46,114,84,4,sameChar
79,47,127,83,5,sameChar
79,48,115,82,6,sameChar
79,49,132,84,5,sameChar
79,50,122,83,5,sameChar
79,51,112,84,7,sameChar
79,52,137,84,5,sameChar
79,53,110,83,6,sameChar
79,54,123,84,6,sameChar
79,55,122,84,6,sameChar
79,56,112,83,6,sameChar
79,57,154,83,5,sameChar
79,58,113,87,5,sameChar
79,59,100,84,5,sameChar
79,60,106,82,7,sameChar
79,61,104,84,5,sameChar
79,62,99,82,6,sameChar
79,63,103,87,6,sameChar
79,64,101,83,6,sameChar
79,65,111,83,7,sameChar
79,66,105,83,6,sameChar
79,67,114,84,6,sameChar
79,68,109,83,6,sameChar
79,69,103,83,6,sameChar
79,70,106,83,7,sameChar
79,71,104,85,6,sameChar
79,72,103,84,7,sameChar
79,73,104,84,7,sameChar
79,74,116,85,7,sameChar
79,75,108,83,8,sameChar
79,76,115,84,7,sameChar
79,77,109,85,7,sameChar
79,78,108,84,7,sameChar
80,1,117,88,3,sameChar
80,2,106,86,2,sameChar
80,3,119,86,2,sameChar
80,4,120,88,2,sameChar
80,5,114,87,2,sameChar
80,6,124,85,2,sameChar
80,7,113,86,1,sameChar
80,8,120,86,2,sameChar
80,9,130,94,2,sameChar
80,10,111,84,3,sameChar
80,11,137,86,2,sameChar
80,12,113,87,2,sameChar
80,13,135,86,2,sameChar
80,14,128,90,2,sameChar
80,15,115,86,3,sameChar
80,16,123,86,4,sameChar
80,17,106,86,2,sameChar
80,18,119,86,3,sameChar
80,19,156,85,3,sameChar
80,20,105,83,2,sameChar
80,21,99,86,3,sameChar
80,22,105,85,4,sameChar
80,23,102,85,4,sameChar
80,24,106,91,4,sameChar
80,25,101,85,4,sameChar
80,26,109,86,3,sameChar
80,27,104,86,4,sameChar
80,28,107,90,4,sameChar
80,29,121,86,4,sameChar
80,30,104,84,4,sameChar
80,31,103,86,6,sameChar
80,32,109,85,10,sameChar
80,33,120,85,3,sameChar
80,34,121,94,57,sameChar
80,35,117,86,4,sameChar
80,36,106,85,4,sameChar
80,37,107,89,4,sameChar
80,38,116,85,4,sameChar
80,39,104,84,4,sameChar
80,40,113,85,4,sameChar
80,41,108,85,5,sameChar
80,42,116,88,5,sameChar
80,43,118,86,5,sameChar
80,44,116,91,5,sameChar
80,45,122,86,5,sameChar
80,46,112,86,6,sameChar
80,47,126,85,6,sameChar
80,48,129,86,5,sameChar
80,49,116,85,5,sameChar
80,50,138,85,5,sameChar
80,51,123,87,6,sameChar
80,52,121,86,5,sameChar
80,53,130,85,5,sameChar
80,54,108,90,6,sameChar
80,55,120,86,6,sameChar
80,56,117,84,6,sameChar
80,57,112,86,6,sameChar
80,58,157,86,6,sameChar
80,59,108,86,6,sameChar
80,60,102,87,6,sameChar
80,61,108,86,7,sameChar
80,62,104,86,6,sameChar
80,63,100,86,6,sameChar
80,64,104,91,6,sameChar
80,65,103,86,7,sameChar
80,66,111,87,6,sameChar
80,67,104,86,6,sameChar
80,68,117,86,7,sameChar
80,69,103,85,7,sameChar
80,70,106,89,6,sameChar
80,71,104,86,7,sameChar
80,72,145,86,6,sameChar
80,73,103,86,7,sameChar
80,74,115,89,8,sameChar
80,75,109,89,7,sameChar
80,76,104,85,7,sameChar
80,77,116,85,7,sameChar
80,78,106,84,7,sameChar
80,79,118,85,7,sameChar
81,1,113,88,3,sameChar
81,2,112,86,2,sameChar
81,3,118,87,1,sameChar
81,4,115,89,2,sameChar
81,5,128,91,2,sameChar
81,6,122,88,1,sameChar
81,7,114,88,3,sameChar
81,8,127,88,2,sameChar
81,9,115,88,2,sameChar
81,10,134,91,3,sameChar
81,11,124,88,2,sameChar
81,12,111,87,2,sameChar
81,13,139,86,2,sameChar
81,14,110,87,2,sameChar
81,15,123,96,3,sameChar
81,16,112,87,5,sameChar
81,17,112,87,2,sameChar
81,18,154,87,3,sameChar
81,19,115,87,3,sameChar
81,20,102,88,3,sameChar
81,21,106,88,3,sameChar
81,22,104,89,3,sameChar
81,23,101,89,3,sameChar
81,24,104,88,3,sameChar
81,25,102,88,3,sameChar
81,26,108,88,3,sameChar
81,27,111,94,4,sameChar
81,28,134,89,4,sameChar
81,29,112,93,3,sameChar
81,30,107,88,4,sameChar
81,31,110,88,6,sameChar
81,32,107,88,4,sameChar
81,33,103,88,4,sameChar
81,34,105,89,4,sameChar
81,35,116,94,4,sameChar
81,36,107,88,4,sameChar
81,37,115,87,4,sameChar
81,38,109,87,5,sameChar
81,39,108,89,4,sameChar
81,40,116,88,4,sameChar
81,41,104,88,4,sameChar
81,42,124,85,5,sameChar
81,43,116,87,5,sameChar
81,44,118,88,5,sameChar
81,45,123,88,6,sameChar
81,46,112,88,7,sameChar
81,47,119,89,5,sameChar
81,48,127,91,6,sameChar
81,49,115,82,5,sameChar
81,50,144,90,6,sameChar
81,51,109,88,5,sameChar
81,52,129,88,6,sameChar
81,53,124,87,6,sameChar
81,54,115,87,5,sameChar
81,55,120,93,5,sameChar
81,56,105,86,5,sameChar
81,57,121,88,6,sameChar
81,58,155,89,6,sameChar
81,59,104,88,6,sameChar
81,60,99,88,6,sameChar
81,61,106,88,6,sameChar
81,62,99,91,6,sameChar
81,63,102,88,6,sameChar
81,64,104,89,6,sameChar
81,65,110,88,7,sameChar
81,66,103,88,7,sameChar
81,67,111,90,6,sameChar
81,68,114,88,7,sameChar
81,69,104,89,6,sameChar
81,70,103,88,6,sameChar
81,71,105,87,7,sameChar
81,72,106,88,7,sameChar
81,73,106,88,8,sameChar
81,74,113,88,7,sameChar
81,75,109,95,7,sameChar
81,76,105,88,7,sameChar
81,77,116,87,6,sameChar
81,78,117,88,7,sameChar
81,79,112,89,7,sameChar
81,80,109,85,8,sameChar
82,1,114,94,1,sameChar
82,2,118,90,1,sameChar
82,3,116,90,2,sameChar
82,4,124,90,2,sameChar
82,5,113,90,2,sameChar
82,6,117,94,2,sameChar
82,7,126,90,1,sameChar
82,8,115,90,2,sameChar
82,9,128,89,3,sameChar
82,10,127,93,2,sameChar
82,11,114,90,3,sameChar
82,12,134,90,2,sameChar
82,13,112,90,3,sameChar
82,14,121,91,3,sameChar
82,15,115,104,4,sameChar
82,16,111,90,3,sameChar
82,17,152,90,3,sameChar
82,18,115,91,2,sameChar
82,19,102,97,3,sameChar
82,20,118,93,3,sameChar
82,21,105,90,3,sameChar
82,22,100,91,3,sameChar
82,23,104,91,3,sameChar
82,24,103,91,3,sameChar
82,25,114,90,3,sameChar
82,26,103,90,4,sameChar
82,27,117,90,4,sameChar
82,28,105,90,3,sameChar
82,29,105,90,5,sameChar
82,30,106,91,5,sameChar
82,31,104,91,4,sameChar
82,32,103,91,4,sameChar
82,33,105,90,4,sameChar
82,34,125,90,5,sameChar
82,35,105,89,4,sameChar
82,36,116,90,4,sameChar
82,37,108,90,4,sameChar
82,38,109,90,5,sameChar
82,39,116,94,5,sameChar
82,40,105,89,5,sameChar
82,41,118,91,4,sameChar
82,42,118,90,4,sameChar
82,43,116,89,5,sameChar
82,44,124,90,5,sameChar
82,45,112,90,5,sameChar
82,46,122,90,5,sameChar
82,47,130,90,4,sameChar
82,48,114,93,5,sameChar
82,49,130,90,10,sameChar
82,50,109,90,5,sameChar
82,51,125,90,5,sameChar
82,52,126,89,5,sameChar
82,53,117,90,5,sameChar
82,54,120,89,5,sameChar
82,55,106,90,6,sameChar
82,56,122,103,6,sameChar
82,57,153,92,6,sameChar
82,58,103,90,6,sameChar
82,59,98,90,5,sameChar
82,60,108,90,6,sameChar
82,61,102,90,6,sameChar
82,62,102,87,6,sameChar
82,63,104,90,6,sameChar
82,64,109,90,8,sameChar
82,65,105,90,6,sameChar
82,66,110,90,6,sameChar
82,67,116,89,7,sameChar
82,68,105,90,7,sameChar
82,69,103,90,7,sameChar
82,70,118,90,7,sameChar
82,71,103,89,7,sameChar
82,72,106,88,7,sameChar
82,73,114,88,7,sameChar
82,74,111,90,7,sameChar
82,75,104,88,6,sameChar
82,76,115,94,7,sameChar
82,77,108,90,7,sameChar
82,78,110,88,7,sameChar
82,79,112,90,9,sameChar
82,80,115,89,7,sameChar
82,81,120,91,8,sameChar
83,1,113,93,1,sameChar
83,2,127,92,1,sameChar
83,3,115,93,1,sameChar
83,4,115,93,2,sameChar
83,5,127,94,2,sameChar
83,6,115,92,2,sameChar
83,7,126,93,2,sameChar
83,8,127,92,2,sameChar
83,9,110,96,1,sameChar
83,10,135,92,2,sameChar
83,11,110,97,2,sameChar
83,12,141,93,2,sameChar
83,13,126,92,7,sameChar
83,14,118,95,2,sameChar
83,15,168,105,3,sameChar
83,16,117,92,3,sameChar
83,17,103,93,4,sameChar
83,18,104,96,3,sameChar
83,19,104,92,3,sameChar
83,20,99,116,3,sameChar
83,21,108,92,3,sameChar
83,22,102,92,3,sameChar
83,23,112,94,3,sameChar
83,24,109,92,4,sameChar
83,25,130,92,4,sameChar
83,26,105,93,3,sameChar
83,27,103,92,4,sameChar
83,28,108,94,4,sameChar
83,29,103,93,4,sameChar
83,30,105,92,4,sameChar
83,31,104,92,3,sameChar
83,32,117,96,5,sameChar
83,33,106,92,3,sameChar
83,34,117,93,4,sameChar
83,35,109,92,4,sameChar
83,36,106,92,4,sameChar
83,37,118,93,4,sameChar
83,38,104,93,5,sameChar
83,39,129,93,5,sameChar
83,40,118,93,4,sameChar
83,41,115,92,5,sameChar
83,42,125,93,4,sameChar
83,43,113,92,4,sameChar
83,44,123,93,5,sameChar
83,45,129,92,5,sameChar
83,46,114,90,5,sameChar
83,47,128,93,9,sameChar
83,48,114,93,5,sameChar
83,49,126,92,5,sameChar
83,50,124,92,6,sameChar
83,51,118,92,7,sameChar
83,52,119,92,5,sameChar
83,53,110,93,6,sameChar
83,54,121,92,5,sameChar
83,55,153,92,6,sameChar
83,56,102,101,6,sameChar
83,57,104,92,5,sameChar
83,58,105,92,6,sameChar
83,59,100,92,5,sameChar
83,60,106,91,6,sameChar
83,61,110,93,6,sameChar
83,62,110,93,7,sameChar
83,63,105,93,6,sameChar
83,64,115,96,7,sameChar
83,65,106,93,6,sameChar
83,66,106,92,6,sameChar
83,67,103,93,6,sameChar
83,68,104,93,6,sameChar
83,69,103,95,7,sameChar
83,70,104,93,7,sameChar
83,71,118,92,7,sameChar
83,72,107,93,6,sameChar
83,73,108,92,7,sameChar
83,74,119,93,7,sameChar
83,75,105,93,7,sameChar
83,76,114,92,7,sameChar
83,77,109,93,9,sameChar
83,78,112,93,7,sameChar
83,79,124,93,7,sameChar
83,80,117,92,7,sameChar
83,81,126,93,8,sameChar
83,82,113,93,7,sameChar
84,1,118,99,1,sameChar
84,2,145,93,1,sameChar
84,3,115,93,2,sameChar
84,4,130,95,2,sameChar
84,5,124,97,1,sameChar
84,6,115,95,2,sameChar
84,7,140,94,3,sameChar
84,8,107,95,3,sameChar
84,9,122,99,2,sameChar
84,10,113,96,2,sameChar
84,11,113,95,2,sameChar
84,12,154,95,2,sameChar
84,13,114,95,2,sameChar
84,14,101,102,4,sameChar
84,15,112,95,2,sameChar
84,16,105,95,3,sameChar
84,17,101,96,3,sameChar
84,18,104,95,3,sameChar
84,19,110,95,3,sameChar
84,20,111,94,3,sameChar
84,21,106,94,4,sameChar
84,22,117,95,3,sameChar
84,23,107,99,3,sameChar
84,24,103,95,4,sameChar
84,25,107,94,4,sameChar
84,26,104,95,4,sameChar
84,27,103,94,4,sameChar
84,28,104,95,4,sameChar
84,29,118,94,5,sameChar
84,30,107,94,4,sameChar
84,31,116,95,4,sameChar
84,32,106,94,5,sameChar
84,33,107,104,5,sameChar
84,34,115,95,4,sameChar
84,35,105,94,4,sameChar
84,36,121,94,4,sameChar
84,37,114,93,4,sameChar
84,38,122,94,5,sameChar
84,39,124,95,4,sameChar
84,40,111,96,4,sameChar
84,41,208,95,5,sameChar
84,42,115,98,4,sameChar
84,43,131,94,5,sameChar
84,44,122,94,7,sameChar
84,45,117,95,5,sameChar
84,46,134,97,5,sameChar
84,47,107,94,5,sameChar
84,48,120,95,5,sameChar
84,49,115,94,54,sameChar
84,50,121,92,6,sameChar
84,51,163,91,6,sameChar
84,52,106,98,6,sameChar
84,53,100,95,5,sameChar
84,54,105,94,6,sameChar
84,55,103,99,6,sameChar
84,56,102,94,6,sameChar
84,57,104,94,6,sameChar
84,58,116,94,6,sameChar
84,59,103,94,7,sameChar
84,60,110,95,6,sameChar
84,61,114,99,6,sameChar
84,62,105,94,6,sameChar
84,63,104,95,7,sameChar
84,64,111,98,8,sameChar
84,65,103,95,6,sameChar
84,66,109,95,6,sameChar
84,67,116,95,8,sameChar
84,68,123,94,6,sameChar
84,69,118,97,6,sameChar
84,70,129,94,7,sameChar
84,71,111,100,6,sameChar
84,72,121,99,8,sameChar
84,73,129,96,6,sameChar
84,74,132,94,7,sameChar
84,75,135,92,7,sameChar
84,76,132,94,7,sameChar
84,77,143,98,7,sameChar
84,78,114,95,10,sameChar
84,79,126,94,8,sameChar
84,80,135,101,8,sameChar
84,81,122,95,7,sameChar
84,82,139,93,8,sameChar
84,83,134,95,8,sameChar
85,1,116,97,2,sameChar
85,2,147,97,2,sameChar
85,3,115,97,1,sameChar
85,4,135,97,1,sameChar
85,5,123,98,3,sameChar
85,6,115,95,2,sameChar
85,7,157,104,1,sameChar
85,8,114,97,2,sameChar
85,9,103,98,2,sameChar
85,10,105,97,3,sameChar
85,11,104,97,2,sameChar
85,12,103,98,2,sameChar
85,13,103,97,2,sameChar
85,14,102,97,2,sameChar
85,15,112,97,3,sameChar
85,16,104,90,3,sameChar
85,17,121,96,3,sameChar
85,18,105,97,2,sameChar
85,19,105,96,3,sameChar
85,20,106,97,3,sameChar
85,21,114,98,3,sameChar
85,22,112,96,3,sameChar
85,23,106,98,3,sameChar
85,24,125,97,4,sameChar
85,25,114,97,5,sameChar
85,26,118,113,4,sameChar
85,27,111,98,3,sameChar
85,28,103,97,3,sameChar
85,29,118,93,3,sameChar
85,30,105,96,4,sameChar
85,31,124,97,4,sameChar
85,32,132,97,4,sameChar
85,33,114,96,3,sameChar
85,34,126,97,4,sameChar
85,35,116,97,4,sameChar
85,36,123,96,4,sameChar
85,37,127,95,4,sameChar
85,38,114,97,4,sameChar
85,39,129,96,4,sameChar
85,40,122,97,6,sameChar
85,41,124,97,4,sameChar
85,42,127,97,5,sameChar
85,43,109,97,5,sameChar
85,44,126,96,7,sameChar
85,45,107,96,5,sameChar
85,46,121,100,4,sameChar
85,47,153,98,5,sameChar
85,48,104,99,5,sameChar
85,49,100,96,6,sameChar
85,50,106,97,5,sameChar
85,51,102,96,5,sameChar
85,52,103,98,6,sameChar
85,53,107,96,5,sameChar
85,54,109,97,5,sameChar
85,55,105,96,6,sameChar
85,56,109,94,6,sameChar
85,57,113,98,7,sameChar
85,58,105,96,6,sameChar
85,59,135,97,7,sameChar
85,60,109,97,5,sameChar
85,61,105,97,6,sameChar
85,62,105,100,6,sameChar
85,63,113,96,6,sameChar
85,64,110,94,6,sameChar
85,65,104,104,6,sameChar
85,66,117,98,6,sameChar
85,67,113,97,6,sameChar
85,68,112,97,6,sameChar
85,69,111,97,7,sameChar
85,70,116,97,7,sameChar
85,71,118,101,6,sameChar
85,72,114,96,7,sameChar
85,73,125,96,7,sameChar
85,74,113,97,8,sameChar
85,75,115,96,7,sameChar
85,76,148,97,7,sameChar
85,77,114,97,7,sameChar
85,78,124,96,7,sameChar
85,79,130,97,7,sameChar
85,80,113,97,8,sameChar
85,81,135,97,7,sameChar
85,82,110,97,8,sameChar
85,83,123,97,8,sameChar
85,84,114,100,8,sameChar
86,1,109,106,1,sameChar
86,2,154,99,1,sameChar
86,3,114,99,2,sameChar
86,4,102,99,2,sameChar
86,5,108,99,3,sameChar
86,6,104,99,2,sameChar
86,7,101,97,2,sameChar
86,8,103,98,2,sameChar
86,9,103,102,2,sameChar
86,10,110,99,2,sameChar
86,11,103,98,2,sameChar
86,12,117,99,3,sameChar
86,13,107,99,3,sameChar
86,14,105,102,3,sameChar
86,15,104,98,2,sameChar
86,16,104,99,2,sameChar
86,17,104,99,3,sameChar
86,18,106,99,3,sameChar
86,19,121,99,3,sameChar
86,20,107,109,4,sameChar
86,21,119,99,3,sameChar
86,22,108,97,4,sameChar
86,23,109,99,3,sameChar
86,24,116,103,6,sameChar
86,25,104,99,4,sameChar
86,26,118,99,4,sameChar
86,27,118,99,4,sameChar
86,28,122,99,4,sameChar
86,29,123,100,4,sameChar
86,30,113,99,4,sameChar
86,31,124,98,4,sameChar
86,32,130,102,4,sameChar
86,33,116,99,4,sameChar
86,34,130,100,4,sameChar
86,35,115,99,4,sameChar
86,36,125,99,4,sameChar
86,37,126,99,5,sameChar
86,38,114,99,4,sameChar
86,39,118,99,6,sameChar
86,40,107,99,4,sameChar
86,41,124,99,5,sameChar
86,42,153,99,4,sameChar
86,43,105,99,5,sameChar
86,44,99,97,5,sameChar
86,45,110,103,5,sameChar
86,46,118,99,5,sameChar
86,47,110,99,5,sameChar
86,48,110,99,5,sameChar
86,49,118,98,6,sameChar
86,50,125,99,6,sameChar
86,51,110,99,5,sameChar
86,52,114,99,6,sameChar
86,53,103,98,5,sameChar
86,54,105,98,6,sameChar
86,55,105,98,6,sameChar
86,56,106,98,5,sameChar
86,57,105,98,5,sameChar
86,58,112,100,6,sameChar
86,59,114,113,6,sameChar
86,60,106,99,6,sameChar
86,61,149,99,6,sameChar
86,62,119,96,6,sameChar
86,63,123,103,7,sameChar
86,64,127,99,6,sameChar
86,65,121,97,6,sameChar
86,66,136,99,6,sameChar
86,67,127,98,6,sameChar
86,68,144,100,7,sameChar
86,69,131,100,10,sameChar
86,70,125,100,7,sameChar
86,71,134,99,7,sameChar
86,72,134,99,7,sameChar
86,73,143,97,7,sameChar
86,74,143,99,7,sameChar
86,75,120,102,7,sameChar
86,76,156,101,7,sameChar
86,77,122,100,7,sameChar
86,78,172,100,7,sameChar
86,79,126,100,8,sameChar
86,80,117,98,7,sameChar
86,81,170,100,8,sameChar
86,82,127,98,7,sameChar
86,83,109,99,7,sameChar
86,84,111,102,10,sameChar
86,85,117,100,7,sameChar
87,1,111,101,1,sameChar
87,2,104,101,2,sameChar
87,3,103,104,5,sameChar
87,4,111,99,2,sameChar
87,5,104,102,2,sameChar
87,6,118,101,2,sameChar
87,7,106,101,2,sameChar
87,8,116,102,2,sameChar
87,9,103,102,2,sameChar
87,10,107,101,3,sameChar
87,11,105,101,2,sameChar
87,12,105,101,2,sameChar
87,13,121,112,2,sameChar
87,14,106,101,3,sameChar
87,15,124,102,3,sameChar
87,16,109,101,2,sameChar
87,17,106,106,3,sameChar
87,18,116,102,4,sameChar
87,19,105,102,4,sameChar
87,20,118,102,3,sameChar
87,21,117,102,3,sameChar
87,22,118,100,3,sameChar
87,23,124,101,3,sameChar
87,24,115,101,3,sameChar
87,25,121,101,4,sameChar
87,26,130,101,3,sameChar
87,27,112,101,4,sameChar
87,28,133,101,3,sameChar
87,29,114,102,4,sameChar
87,30,127,103,4,sameChar
87,31,125,102,4,sameChar
87,32,112,102,3,sameChar
87,33,125,102,5,sameChar
87,34,107,103,4,sameChar
87,35,122,101,5,sameChar
87,36,155,101,4,sameChar
87,37,105,102,4,sameChar
87,38,100,102,4,sameChar
87,39,109,101,4,sameChar
87,40,101,101,5,sameChar
87,41,103,101,5,sameChar
87,42,104,101,5,sameChar
87,43,111,101,4,sameChar
87,44,104,102,5,sameChar
87,45,105,93,5,sameChar
87,46,117,102,5,sameChar
87,47,107,102,5,sameChar
87,48,102,101,6,sameChar
87,49,105,101,5,sameChar
87,50,104,99,6,sameChar
87,51,114,98,5,sameChar
87,52,112,115,6,sameChar
87,53,111,102,6,sameChar
87,54,104,102,6,sameChar
87,55,118,102,5,sameChar
87,56,108,100,6,sameChar
87,57,109,105,6,sameChar
87,58,113,101,6,sameChar
87,59,114,100,6,sameChar
