n,m,parseTime,SATime,SearchTime,Description
44,19,103,27,2,sameChar
44,20,104,27,3,sameChar
44,21,104,27,3,sameChar
44,22,103,27,2,sameChar
44,23,123,28,3,sameChar
44,24,106,27,3,sameChar
44,25,127,33,3,sameChar
44,26,103,27,4,sameChar
44,27,126,27,3,sameChar
44,28,123,26,3,sameChar
44,29,114,29,3,sameChar
44,30,137,27,3,sameChar
44,31,125,27,4,sameChar
44,32,118,26,4,sameChar
44,33,151,27,5,sameChar
44,34,138,28,4,sameChar
44,35,189,27,4,sameChar
44,36,124,27,4,sameChar
44,37,148,27,4,sameChar
44,38,127,27,4,sameChar
44,39,111,27,4,sameChar
44,40,100,27,4,sameChar
44,41,113,27,4,sameChar
44,42,106,26,4,sameChar
44,43,109,26,5,sameChar
45,1,105,28,2,sameChar
45,2,111,28,2,sameChar
45,3,103,28,2,sameChar
45,4,339,29,2,sameChar
45,5,103,28,3,sameChar
45,6,103,28,2,sameChar
45,7,104,29,2,sameChar
45,8,103,29,2,sameChar
45,9,104,30,2,sameChar
45,10,105,27,2,sameChar
45,11,109,27,2,sameChar
45,12,104,28,2,sameChar
45,13,104,35,2,sameChar
45,14,104,29,2,sameChar
45,15,104,28,2,sameChar
45,16,107,28,3,sameChar
45,17,133,26,4,sameChar
45,18,254,63,14,sameChar
45,19,217,64,6,sameChar
45,20,176,64,12,sameChar
45,21,205,65,6,sameChar
45,22,179,64,6,sameChar
45,23,188,64,6,sameChar
45,24,203,63,10,sameChar
45,25,181,55,4,sameChar
45,26,128,29,3,sameChar
45,27,117,29,3,sameChar
45,28,121,28,3,sameChar
45,29,154,28,4,sameChar
45,30,139,28,3,sameChar
45,31,144,28,4,sameChar
45,32,143,30,3,sameChar
45,33,135,29,3,sameChar
45,34,137,29,3,sameChar
45,35,114,29,4,sameChar
45,36,110,28,3,sameChar
45,37,114,28,4,sameChar
45,38,104,29,4,sameChar
45,39,115,28,6,sameChar
45,40,104,28,4,sameChar
45,41,107,29,4,sameChar
45,42,113,28,4,sameChar
45,43,104,29,4,sameChar
45,44,103,28,5,sameChar
46,1,105,38,1,sameChar
46,2,102,29,2,sameChar
46,3,104,29,2,sameChar
46,4,106,29,2,sameChar
46,5,104,30,2,sameChar
46,6,107,30,1,sameChar
46,7,112,29,2,sameChar
46,8,115,29,2,sameChar
46,9,105,28,2,sameChar
46,10,104,29,3,sameChar
46,11,104,31,2,sameChar
46,12,105,28,2,sameChar
46,13,106,29,3,sameChar
46,14,121,29,2,sameChar
46,15,106,29,2,sameChar
46,16,120,28,2,sameChar
46,17,123,29,2,sameChar
46,18,105,28,2,sameChar
46,19,131,29,2,sameChar
46,20,104,32,4,sameChar
46,21,129,30,3,sameChar
46,22,117,29,3,sameChar
46,23,130,29,3,sameChar
46,24,136,29,3,sameChar
46,25,175,30,5,sameChar
46,26,138,29,3,sameChar
46,27,155,29,3,sameChar
46,28,138,30,4,sameChar
46,29,189,30,3,sameChar
46,30,152,29,3,sameChar
46,31,124,32,3,sameChar
46,32,122,41,3,sameChar
46,33,113,29,3,sameChar
46,34,118,29,5,sameChar
46,35,112,29,4,sameChar
46,36,112,30,4,sameChar
46,37,115,30,4,sameChar
46,38,109,30,4,sameChar
46,39,106,30,4,sameChar
46,40,106,29,7,sameChar
46,41,108,29,5,sameChar
46,42,106,30,4,sameChar
46,43,114,29,4,sameChar
46,44,117,29,7,sameChar
46,45,114,28,5,sameChar
47,1,108,30,2,sameChar
47,2,108,30,1,sameChar
47,3,106,30,2,sameChar
47,4,107,31,2,sameChar
47,5,112,30,2,sameChar
47,6,116,35,1,sameChar
47,7,119,31,2,sameChar
47,8,106,31,2,sameChar
47,9,126,31,2,sameChar
47,10,105,31,2,sameChar
47,11,134,31,2,sameChar
47,12,106,30,2,sameChar
47,13,125,29,3,sameChar
47,14,124,30,5,sameChar
47,15,113,31,2,sameChar
47,16,125,30,3,sameChar
47,17,126,31,2,sameChar
47,18,127,31,3,sameChar
47,19,154,39,3,sameChar
47,20,142,31,3,sameChar
47,21,224,31,3,sameChar
47,22,179,30,2,sameChar
47,23,173,31,4,sameChar
47,24,153,31,3,sameChar
47,25,119,31,3,sameChar
47,26,116,31,3,sameChar
47,27,141,30,3,sameChar
47,28,119,30,3,sameChar
47,29,124,31,6,sameChar
47,30,112,31,3,sameChar
47,31,108,30,3,sameChar
47,32,125,31,4,sameChar
47,33,116,31,4,sameChar
47,34,116,31,5,sameChar
47,35,108,30,4,sameChar
47,36,112,31,4,sameChar
47,37,118,31,4,sameChar
47,38,112,31,4,sameChar
47,39,108,31,4,sameChar
47,40,111,31,5,sameChar
47,41,125,30,5,sameChar
47,42,126,31,5,sameChar
47,43,123,31,5,sameChar
47,44,124,31,8,sameChar
47,45,123,30,5,sameChar
47,46,154,31,5,sameChar
48,1,129,33,2,sameChar
48,2,146,32,2,sameChar
48,3,122,32,2,sameChar
48,4,135,31,2,sameChar
48,5,147,33,2,sameChar
48,6,123,32,2,sameChar
48,7,177,32,1,sameChar
48,8,133,36,1,sameChar
48,9,162,32,2,sameChar
48,10,206,33,4,sameChar
48,11,150,32,2,sameChar
48,12,165,33,2,sameChar
48,13,188,32,6,sameChar
48,14,123,34,2,sameChar
48,15,157,38,2,sameChar
48,16,141,32,3,sameChar
48,17,185,33,5,sameChar
48,18,157,32,3,sameChar
48,19,127,32,3,sameChar
48,20,128,32,3,sameChar
48,21,125,32,2,sameChar
48,22,125,33,3,sameChar
48,23,118,35,3,sameChar
48,24,125,31,3,sameChar
48,25,125,31,3,sameChar
48,26,107,32,3,sameChar
48,27,115,32,3,sameChar
48,28,113,31,3,sameChar
48,29,117,40,3,sameChar
48,30,124,35,3,sameChar
48,31,119,33,4,sameChar
48,32,228,33,13,sameChar
48,33,128,31,4,sameChar
48,34,116,32,4,sameChar
48,35,120,32,4,sameChar
48,36,125,32,4,sameChar
48,37,126,33,6,sameChar
48,38,116,31,4,sameChar
48,39,119,32,4,sameChar
48,40,137,32,4,sameChar
48,41,114,33,4,sameChar
48,42,137,31,4,sameChar
48,43,119,32,5,sameChar
48,44,145,48,5,sameChar
48,45,131,31,4,sameChar
48,46,150,30,5,sameChar
48,47,139,32,8,sameChar
49,1,115,33,1,sameChar
49,2,124,33,2,sameChar
49,3,125,32,1,sameChar
49,4,138,32,2,sameChar
49,5,154,33,1,sameChar
49,6,154,33,21,sameChar
49,7,138,34,2,sameChar
49,8,148,32,2,sameChar
49,9,148,33,2,sameChar
49,10,137,32,2,sameChar
49,11,118,39,2,sameChar
49,12,124,32,2,sameChar
49,13,120,32,4,sameChar
49,14,113,32,2,sameChar
49,15,119,34,5,sameChar
49,16,108,33,2,sameChar
49,17,109,36,3,sameChar
49,18,131,33,3,sameChar
49,19,115,33,3,sameChar
49,20,128,32,3,sameChar
49,21,136,33,3,sameChar
49,22,131,33,3,sameChar
49,23,123,33,3,sameChar
49,24,121,33,3,sameChar
49,25,115,33,3,sameChar
49,26,109,37,4,sameChar
49,27,108,33,3,sameChar
49,28,105,33,3,sameChar
49,29,107,33,3,sameChar
49,30,113,34,6,sameChar
49,31,112,34,3,sameChar
49,32,124,33,4,sameChar
49,33,107,33,4,sameChar
49,34,123,33,7,sameChar
49,35,110,33,3,sameChar
49,36,114,34,5,sameChar
49,37,167,33,4,sameChar
49,38,126,33,4,sameChar
49,39,148,33,4,sameChar
49,40,126,39,5,sameChar
49,41,132,34,4,sameChar
49,42,148,34,4,sameChar
49,43,132,34,4,sameChar
49,44,158,33,5,sameChar
49,45,168,33,5,sameChar
49,46,150,33,5,sameChar
49,47,150,37,5,sameChar
49,48,123,33,5,sameChar
50,1,131,34,5,sameChar
50,2,127,35,1,sameChar
50,3,110,35,1,sameChar
50,4,117,35,2,sameChar
50,5,114,34,1,sameChar
50,6,115,35,2,sameChar
50,7,114,41,1,sameChar
50,8,110,35,2,sameChar
50,9,117,34,1,sameChar
50,10,119,35,2,sameChar
50,11,111,35,3,sameChar
50,12,113,35,2,sameChar
50,13,111,34,3,sameChar
50,14,106,34,2,sameChar
50,15,107,34,2,sameChar
50,16,107,35,5,sameChar
50,17,107,35,3,sameChar
50,18,112,35,2,sameChar
50,19,106,35,3,sameChar
50,20,113,34,2,sameChar
50,21,105,39,2,sameChar
50,22,107,34,3,sameChar
50,23,124,35,3,sameChar
50,24,109,44,3,sameChar
50,25,120,35,3,sameChar
50,26,116,35,3,sameChar
50,27,108,35,4,sameChar
50,28,134,35,3,sameChar
50,29,107,34,3,sameChar
50,30,139,35,3,sameChar
50,31,108,35,5,sameChar
50,32,112,35,4,sameChar
50,33,140,35,4,sameChar
50,34,119,35,4,sameChar
50,35,136,35,4,sameChar
50,36,174,47,4,sameChar
50,37,121,36,4,sameChar
50,38,167,34,4,sameChar
50,39,127,36,4,sameChar
50,40,119,34,4,sameChar
50,41,139,35,5,sameChar
50,42,110,35,4,sameChar
50,43,111,35,4,sameChar
50,44,119,35,4,sameChar
50,45,118,35,8,sameChar
50,46,137,35,6,sameChar
50,47,115,35,5,sameChar
50,48,125,35,5,sameChar
50,49,114,35,5,sameChar
51,1,115,37,4,sameChar
51,2,111,36,1,sameChar
51,3,106,37,1,sameChar
51,4,109,36,2,sameChar
51,5,112,36,2,sameChar
51,6,115,36,2,sameChar
51,7,108,37,2,sameChar
51,8,106,37,2,sameChar
51,9,108,36,2,sameChar
51,10,114,36,2,sameChar
51,11,108,37,2,sameChar
51,12,113,36,2,sameChar
51,13,107,36,2,sameChar
51,14,122,36,2,sameChar
51,15,115,37,2,sameChar
51,16,128,45,5,sameChar
51,17,105,37,2,sameChar
51,18,126,37,3,sameChar
51,19,121,37,3,sameChar
51,20,116,36,2,sameChar
51,21,132,37,3,sameChar
51,22,119,36,4,sameChar
51,23,125,36,3,sameChar
51,24,157,36,3,sameChar
51,25,127,36,3,sameChar
51,26,154,36,4,sameChar
51,27,156,36,3,sameChar
51,28,149,36,3,sameChar
51,29,160,39,4,sameChar
51,30,121,37,3,sameChar
51,31,131,36,6,sameChar
51,32,121,37,3,sameChar
51,33,120,36,4,sameChar
51,34,123,36,3,sameChar
51,35,108,36,4,sameChar
51,36,111,36,4,sameChar
51,37,111,36,4,sameChar
51,38,108,37,4,sameChar
51,39,117,36,4,sameChar
51,40,112,36,4,sameChar
51,41,107,37,4,sameChar
51,42,109,36,4,sameChar
51,43,107,37,5,sameChar
51,44,105,36,4,sameChar
51,45,106,36,5,sameChar
51,46,108,43,7,sameChar
51,47,110,36,5,sameChar
51,48,110,36,5,sameChar
51,49,108,36,5,sameChar
51,50,106,36,5,sameChar
52,1,118,39,1,sameChar
52,2,110,38,2,sameChar
52,3,129,37,1,sameChar
52,4,107,37,2,sameChar
52,5,113,38,2,sameChar
52,6,125,38,2,sameChar
52,7,104,37,2,sameChar
52,8,142,38,2,sameChar
52,9,112,41,2,sameChar
52,10,139,38,2,sameChar
52,11,113,38,4,sameChar
52,12,115,36,3,sameChar
52,13,140,37,3,sameChar
52,14,122,37,2,sameChar
52,15,136,37,5,sameChar
52,16,173,46,3,sameChar
52,17,127,38,3,sameChar
52,18,168,38,2,sameChar
52,19,142,37,3,sameChar
52,20,124,38,3,sameChar
52,21,149,37,3,sameChar
52,22,117,37,3,sameChar
52,23,140,37,3,sameChar
52,24,123,38,3,sameChar
52,25,121,38,3,sameChar
52,26,166,38,3,sameChar
52,27,119,41,4,sameChar
52,28,132,38,3,sameChar
52,29,124,38,4,sameChar
52,30,132,44,9,sameChar
52,31,125,37,3,sameChar
52,32,115,37,4,sameChar
52,33,117,39,4,sameChar
52,34,114,38,4,sameChar
52,35,109,38,4,sameChar
52,36,106,38,4,sameChar
52,37,109,37,4,sameChar
52,38,109,38,4,sameChar
52,39,107,37,5,sameChar
52,40,112,38,4,sameChar
52,41,109,38,5,sameChar
52,42,120,38,8,sameChar
52,43,138,39,4,sameChar
52,44,113,42,5,sameChar
52,45,136,37,7,sameChar
52,46,116,38,5,sameChar
52,47,132,38,5,sameChar
52,48,108,38,5,sameChar
52,49,130,37,5,sameChar
52,50,140,38,5,sameChar
52,51,130,38,5,sameChar
53,1,147,39,1,sameChar
53,2,166,39,1,sameChar
53,3,131,40,1,sameChar
53,4,173,39,2,sameChar
53,5,159,40,1,sameChar
53,6,156,39,2,sameChar
53,7,145,44,2,sameChar
53,8,128,39,2,sameChar
53,9,118,39,7,sameChar
53,10,122,39,2,sameChar
53,11,116,38,3,sameChar
53,12,124,39,2,sameChar
53,13,109,39,2,sameChar
53,14,116,39,2,sameChar
53,15,109,38,2,sameChar
53,16,108,37,3,sameChar
53,17,120,38,2,sameChar
53,18,118,38,2,sameChar
53,19,108,38,2,sameChar
53,20,109,39,3,sameChar
53,21,107,44,3,sameChar
53,22,106,39,3,sameChar
53,23,112,39,3,sameChar
53,24,107,39,5,sameChar
53,25,110,38,3,sameChar
53,26,109,39,3,sameChar
53,27,107,39,4,sameChar
53,28,110,39,5,sameChar
53,29,107,39,3,sameChar
53,30,107,39,4,sameChar
53,31,116,39,4,sameChar
53,32,109,39,3,sameChar
53,33,122,39,4,sameChar
53,34,110,39,4,sameChar
53,35,113,45,4,sameChar
53,36,120,39,4,sameChar
53,37,109,39,4,sameChar
53,38,138,39,5,sameChar
53,39,118,39,4,sameChar
53,40,124,39,4,sameChar
53,41,157,39,5,sameChar
53,42,139,39,4,sameChar
53,43,140,39,6,sameChar
53,44,171,38,4,sameChar
53,45,123,38,5,sameChar
53,46,154,39,4,sameChar
53,47,129,43,5,sameChar
53,48,128,39,4,sameChar
53,49,122,44,5,sameChar
53,50,114,40,5,sameChar
53,51,119,39,5,sameChar
53,52,115,40,5,sameChar
54,1,115,41,1,sameChar
54,2,112,39,1,sameChar
54,3,110,39,1,sameChar
54,4,116,39,1,sameChar
54,5,107,39,2,sameChar
54,6,109,41,4,sameChar
54,7,111,41,2,sameChar
54,8,111,41,1,sameChar
54,9,114,41,2,sameChar
54,10,117,41,2,sameChar
54,11,109,45,2,sameChar
54,12,115,40,3,sameChar
54,13,113,41,2,sameChar
54,14,150,41,2,sameChar
54,15,112,41,2,sameChar
54,16,114,46,3,sameChar
54,17,111,39,2,sameChar
54,18,122,40,3,sameChar
54,19,116,40,3,sameChar
54,20,110,40,3,sameChar
54,21,131,40,6,sameChar
54,22,123,41,3,sameChar
54,23,131,41,3,sameChar
54,24,119,41,3,sameChar
54,25,142,50,3,sameChar
54,26,139,40,3,sameChar
54,27,123,40,4,sameChar
54,28,198,38,8,sameChar
54,29,184,39,5,sameChar
54,30,184,40,4,sameChar
54,31,210,40,4,sameChar
54,32,148,41,4,sameChar
54,33,161,41,4,sameChar
54,34,157,41,3,sameChar
54,35,138,41,4,sameChar
54,36,133,41,7,sameChar
54,37,120,41,4,sameChar
54,38,132,39,4,sameChar
54,39,139,43,5,sameChar
54,40,116,41,7,sameChar
54,41,117,41,4,sameChar
54,42,113,40,5,sameChar
54,43,117,40,4,sameChar
54,44,112,40,5,sameChar
54,45,114,41,5,sameChar
54,46,110,39,5,sameChar
54,47,117,40,5,sameChar
54,48,117,40,5,sameChar
54,49,116,40,4,sameChar
54,50,111,41,5,sameChar
54,51,108,41,5,sameChar
54,52,107,40,5,sameChar
54,53,115,48,5,sameChar
55,1,108,41,1,sameChar
55,2,112,41,4,sameChar
55,3,113,42,1,sameChar
55,4,110,42,2,sameChar
55,5,139,42,1,sameChar
55,6,110,42,1,sameChar
55,7,143,41,2,sameChar
55,8,119,42,2,sameChar
55,9,152,37,3,sameChar
55,10,125,41,2,sameChar
55,11,117,42,2,sameChar
55,12,161,43,2,sameChar
55,13,128,43,2,sameChar
55,14,140,42,3,sameChar
55,15,179,42,3,sameChar
55,16,141,41,3,sameChar
55,17,200,42,5,sameChar
55,18,171,43,3,sameChar
55,19,133,42,3,sameChar
55,20,170,35,5,sameChar
55,21,194,42,6,sameChar
55,22,158,42,4,sameChar
55,23,176,42,3,sameChar
55,24,127,42,3,sameChar
55,25,143,41,3,sameChar
55,26,115,42,3,sameChar
55,27,125,42,3,sameChar
55,28,123,47,4,sameChar
55,29,112,42,3,sameChar
55,30,116,43,44,sameChar
55,31,107,43,3,sameChar
55,32,110,42,6,sameChar
55,33,109,41,4,sameChar
55,34,109,42,4,sameChar
55,35,112,43,4,sameChar
55,36,111,41,4,sameChar
55,37,110,42,4,sameChar
55,38,110,41,4,sameChar
55,39,113,43,4,sameChar
55,40,123,42,4,sameChar
55,41,138,42,7,sameChar
55,42,120,41,5,sameChar
55,43,144,42,5,sameChar
55,44,155,42,4,sameChar
55,45,125,42,4,sameChar
55,46,136,42,5,sameChar
55,47,129,42,8,sameChar
55,48,118,42,5,sameChar
55,49,145,41,5,sameChar
55,50,131,42,5,sameChar
55,51,142,41,8,sameChar
55,52,156,40,5,sameChar
55,53,113,42,6,sameChar
55,54,194,42,5,sameChar
56,1,168,46,1,sameChar
56,2,147,43,2,sameChar
56,3,175,43,2,sameChar
56,4,147,42,1,sameChar
56,5,176,43,4,sameChar
56,6,143,43,2,sameChar
56,7,126,44,2,sameChar
56,8,140,45,2,sameChar
56,9,119,55,2,sameChar
56,10,128,43,2,sameChar
56,11,122,44,2,sameChar
56,12,112,43,4,sameChar
56,13,112,43,2,sameChar
56,14,110,44,2,sameChar
56,15,117,43,3,sameChar
56,16,117,48,2,sameChar
56,17,118,43,2,sameChar
56,18,113,42,3,sameChar
56,19,122,42,3,sameChar
56,20,113,42,3,sameChar
56,21,108,43,3,sameChar
56,22,112,42,3,sameChar
56,23,108,43,3,sameChar
56,24,111,43,3,sameChar
56,25,122,42,3,sameChar
56,26,108,42,3,sameChar
56,27,124,43,7,sameChar
56,28,113,43,3,sameChar
56,29,121,51,3,sameChar
56,30,134,43,3,sameChar
56,31,106,44,4,sameChar
56,32,131,44,4,sameChar
56,33,123,44,4,sameChar
56,34,143,44,4,sameChar
56,35,135,43,5,sameChar
56,36,134,43,4,sameChar
56,37,142,43,4,sameChar
56,38,160,44,4,sameChar
56,39,135,44,4,sameChar
56,40,169,44,4,sameChar
56,41,139,44,5,sameChar
56,42,132,53,7,sameChar
56,43,142,43,5,sameChar
56,44,118,42,5,sameChar
56,45,134,42,5,sameChar
56,46,139,43,4,sameChar
56,47,130,44,5,sameChar
56,48,150,45,4,sameChar
56,49,122,44,5,sameChar
56,50,146,43,5,sameChar
56,51,119,43,5,sameChar
56,52,113,45,5,sameChar
56,53,111,44,5,sameChar
56,54,118,43,6,sameChar
56,55,113,50,5,sameChar
57,1,123,46,1,sameChar
57,2,119,46,5,sameChar
57,3,128,46,1,sameChar
57,4,113,45,2,sameChar
57,5,121,45,2,sameChar
57,6,114,45,5,sameChar
57,7,120,45,2,sameChar
57,8,114,45,1,sameChar
57,9,125,45,1,sameChar
57,10,111,45,2,sameChar
57,11,117,45,2,sameChar
57,12,138,45,2,sameChar
57,13,110,51,2,sameChar
57,14,139,46,2,sameChar
57,15,117,46,3,sameChar
57,16,124,48,2,sameChar
57,17,131,45,3,sameChar
57,18,122,45,3,sameChar
57,19,124,45,3,sameChar
57,20,140,47,3,sameChar
57,21,123,45,7,sameChar
57,22,183,45,3,sameChar
57,23,131,46,3,sameChar
57,24,162,45,3,sameChar
57,25,144,45,3,sameChar
57,26,119,51,3,sameChar
57,27,140,45,4,sameChar
57,28,125,46,3,sameChar
57,29,119,44,3,sameChar
57,30,114,45,3,sameChar
57,31,108,44,3,sameChar
57,32,128,45,4,sameChar
57,33,112,45,4,sameChar
57,34,110,45,4,sameChar
57,35,110,45,4,sameChar
57,36,115,45,7,sameChar
57,37,132,51,4,sameChar
57,38,139,46,6,sameChar
57,39,134,51,5,sameChar
57,40,117,45,4,sameChar
57,41,113,45,5,sameChar
57,42,125,45,5,sameChar
57,43,111,45,6,sameChar
57,44,115,46,4,sameChar
57,45,117,45,5,sameChar
57,46,119,45,5,sameChar
57,47,119,45,5,sameChar
57,48,129,34,6,sameChar
57,49,317,102,20,sameChar
57,50,190,102,13,sameChar
57,51,156,46,10,sameChar
57,52,112,52,5,sameChar
57,53,126,44,5,sameChar
57,54,133,43,5,sameChar
57,55,125,45,5,sameChar
57,56,134,45,5,sameChar
58,1,118,47,1,sameChar
58,2,120,44,1,sameChar
58,3,177,45,1,sameChar
58,4,137,47,2,sameChar
58,5,142,47,1,sameChar
58,6,172,47,2,sameChar
58,7,134,46,1,sameChar
58,8,143,46,2,sameChar
58,9,117,54,2,sameChar
58,10,138,47,6,sameChar
58,11,127,44,3,sameChar
58,12,128,47,2,sameChar
58,13,140,46,3,sameChar
58,14,111,47,4,sameChar
58,15,111,46,3,sameChar
58,16,114,47,2,sameChar
58,17,113,44,2,sameChar
58,18,117,44,3,sameChar
58,19,105,45,3,sameChar
58,20,126,44,2,sameChar
58,21,109,47,3,sameChar
58,22,123,47,3,sameChar
58,23,138,48,4,sameChar
58,24,109,47,3,sameChar
58,25,106,46,3,sameChar
58,26,108,47,3,sameChar
58,27,119,46,3,sameChar
58,28,108,46,3,sameChar
58,29,107,46,6,sameChar
58,30,120,47,3,sameChar
58,31,123,47,3,sameChar
58,32,164,46,4,sameChar
58,33,114,47,4,sameChar
58,34,122,47,4,sameChar
58,35,122,54,4,sameChar
58,36,122,46,4,sameChar
58,37,179,46,3,sameChar
58,38,107,47,4,sameChar
58,39,116,47,4,sameChar
58,40,133,47,4,sameChar
58,41,124,46,4,sameChar
58,42,170,47,5,sameChar
58,43,144,46,5,sameChar
58,44,125,47,7,sameChar
58,45,176,47,5,sameChar
58,46,143,47,5,sameChar
58,47,179,47,5,sameChar
58,48,146,46,5,sameChar
58,49,123,47,5,sameChar
58,50,127,45,5,sameChar
58,51,113,47,5,sameChar
58,52,121,47,5,sameChar
58,53,122,46,5,sameChar
58,54,113,47,5,sameChar
58,55,109,46,5,sameChar
58,56,120,48,6,sameChar
58,57,119,46,6,sameChar
59,1,122,37,2,sameChar
59,2,177,37,9,sameChar
59,3,135,36,4,sameChar
59,4,143,47,3,sameChar
59,5,116,56,2,sameChar
59,6,112,47,2,sameChar
59,7,149,46,2,sameChar
59,8,106,48,2,sameChar
59,9,108,48,2,sameChar
59,10,124,47,2,sameChar
59,11,107,49,2,sameChar
59,12,110,48,2,sameChar
59,13,110,48,2,sameChar
59,14,116,48,3,sameChar
59,15,135,48,2,sameChar
59,16,105,51,2,sameChar
59,17,124,48,6,sameChar
59,18,210,44,6,sameChar
59,19,160,48,3,sameChar
59,20,119,48,3,sameChar
59,21,109,52,6,sameChar
59,22,145,48,3,sameChar
59,23,131,48,3,sameChar
59,24,305,49,6,sameChar
59,25,179,50,4,sameChar
59,26,128,49,4,sameChar
59,27,164,48,4,sameChar
59,28,170,48,4,sameChar
59,29,142,49,4,sameChar
59,30,163,48,4,sameChar
59,31,118,55,3,sameChar
59,32,118,48,4,sameChar
59,33,120,48,4,sameChar
59,34,119,48,4,sameChar
59,35,126,48,4,sameChar
59,36,113,49,7,sameChar
59,37,120,49,4,sameChar
59,38,119,48,4,sameChar
59,39,115,48,4,sameChar
59,40,106,49,4,sameChar
59,41,104,50,5,sameChar
59,42,113,48,4,sameChar
59,43,122,48,4,sameChar
59,44,126,48,4,sameChar
59,45,125,46,6,sameChar
59,46,123,49,5,sameChar
59,47,134,47,5,sameChar
59,48,114,47,5,sameChar
59,49,126,46,5,sameChar
59,50,115,48,5,sameChar
59,51,126,48,8,sameChar
59,52,139,46,6,sameChar
59,53,117,46,5,sameChar
59,54,127,48,6,sameChar
59,55,110,48,5,sameChar
59,56,126,48,6,sameChar
59,57,126,48,5,sameChar
59,58,113,63,6,sameChar
60,1,124,51,2,sameChar
60,2,134,50,2,sameChar
60,3,122,50,2,sameChar
60,4,161,50,2,sameChar
60,5,119,51,1,sameChar
60,6,159,50,2,sameChar
60,7,149,50,2,sameChar
60,8,131,49,5,sameChar
60,9,144,52,2,sameChar
60,10,121,50,2,sameChar
60,11,121,50,3,sameChar
60,12,126,48,2,sameChar
60,13,112,49,2,sameChar
60,14,128,48,3,sameChar
60,15,115,52,3,sameChar
60,16,115,52,3,sameChar
60,17,114,50,2,sameChar
60,18,111,50,3,sameChar
60,19,115,50,3,sameChar
60,20,113,49,3,sameChar
60,21,111,50,3,sameChar
60,22,109,50,3,sameChar
60,23,109,50,9,sameChar
60,24,108,49,3,sameChar
60,25,111,50,3,sameChar
60,26,111,50,3,sameChar
60,27,106,50,6,sameChar
60,28,115,56,4,sameChar
60,29,128,50,4,sameChar
60,30,110,49,4,sameChar
60,31,124,48,3,sameChar
60,32,106,50,4,sameChar
60,33,133,57,6,sameChar
60,34,205,45,7,sameChar
60,35,125,48,4,sameChar
60,36,123,49,5,sameChar
60,37,111,49,4,sameChar
60,38,143,49,4,sameChar
60,39,129,50,4,sameChar
60,40,136,56,4,sameChar
60,41,136,50,4,sameChar
60,42,126,50,7,sameChar
60,43,134,50,4,sameChar
60,44,147,50,5,sameChar
60,45,136,50,5,sameChar
60,46,172,50,5,sameChar
60,47,127,50,5,sameChar
60,48,149,50,5,sameChar
60,49,141,49,5,sameChar
60,50,116,49,6,sameChar
60,51,141,50,5,sameChar
60,52,119,50,5,sameChar
60,53,122,55,5,sameChar
60,54,125,49,5,sameChar
60,55,118,50,5,sameChar
60,56,120,49,6,sameChar
60,57,113,49,9,sameChar
60,58,120,50,6,sameChar
60,59,113,50,6,sameChar
61,1,112,52,1,sameChar
61,2,120,51,2,sameChar
61,3,112,51,1,sameChar
61,4,113,51,2,sameChar
61,5,115,51,2,sameChar
61,6,113,62,2,sameChar
61,7,129,50,2,sameChar
61,8,116,51,2,sameChar
61,9,131,52,2,sameChar
61,10,116,51,2,sameChar
61,11,118,51,3,sameChar
61,12,129,51,2,sameChar
61,13,113,52,5,sameChar
61,14,140,52,2,sameChar
61,15,123,51,2,sameChar
61,16,141,52,3,sameChar
61,17,122,54,3,sameChar
61,18,145,105,2,sameChar
61,19,132,55,3,sameChar
61,20,149,52,3,sameChar
61,21,174,52,3,sameChar
61,22,150,51,3,sameChar
61,23,171,51,3,sameChar
61,24,185,52,3,sameChar
61,25,131,51,4,sameChar
61,26,152,55,3,sameChar
61,27,142,51,3,sameChar
61,28,136,52,7,sameChar
61,29,149,51,4,sameChar
61,30,118,52,3,sameChar
61,31,123,57,3,sameChar
61,32,124,52,8,sameChar
61,33,123,52,4,sameChar
61,34,120,52,4,sameChar
61,35,111,52,4,sameChar
61,36,114,51,4,sameChar
61,37,124,54,4,sameChar
61,38,116,52,4,sameChar
61,39,118,52,4,sameChar
61,40,116,51,4,sameChar
61,41,113,51,4,sameChar
61,42,114,52,5,sameChar
61,43,120,51,5,sameChar
61,44,118,57,4,sameChar
61,45,110,52,5,sameChar
61,46,128,51,5,sameChar
61,47,116,49,9,sameChar
61,48,133,52,5,sameChar
61,49,114,52,5,sameChar
61,50,124,52,5,sameChar
61,51,122,50,5,sameChar
61,52,113,49,5,sameChar
61,53,135,52,5,sameChar
61,54,119,51,5,sameChar
61,55,136,52,5,sameChar
61,56,130,59,6,sameChar
61,57,197,52,5,sameChar
61,58,141,52,6,sameChar
61,59,133,52,5,sameChar
61,60,138,51,5,sameChar
62,1,162,53,2,sameChar
62,2,124,53,7,sameChar
62,3,178,54,2,sameChar
62,4,165,53,1,sameChar
62,5,136,53,2,sameChar
62,6,157,54,2,sameChar
62,7,114,53,2,sameChar
62,8,136,52,2,sameChar
62,9,127,55,2,sameChar
62,10,121,54,2,sameChar
62,11,129,53,3,sameChar
62,12,119,53,2,sameChar
62,13,126,54,2,sameChar
62,14,119,54,2,sameChar
62,15,115,53,3,sameChar
62,16,146,53,3,sameChar
62,17,117,53,5,sameChar
62,18,115,53,3,sameChar
62,19,115,58,3,sameChar
62,20,110,54,3,sameChar
62,21,110,60,3,sameChar
62,22,113,54,3,sameChar
